localizeddatetime\r\n',temp,windSpeed,windDirection,humidity,dayRain_c,dayET_c
2025-10-09 17:45:00\r\n',63.1,0,323.6653543,70.5,0,0.469026443
2025-10-09 18:00:00\r\n',61.7,2,303.8779528,73,0,0.469093973
2025-10-09 18:15:00\r\n',61,0,262.8897638,74.5,0,0.469093973
2025-10-09 18:30:00\r\n',60.7,1,247.3425197,75,0,0.469093973
2025-10-09 18:45:00\r\n',59.7,1,237.4488189,73,0,0.469093973
2025-10-09 19:00:00\r\n',59,0,219.0748031,73,0,0.469093973
2025-10-09 19:15:00\r\n',58.8,0,212.007874,72,0,0.469093973
2025-10-09 19:30:00\r\n',58.5,0,216.2480315,73.5,0,0.469093973
2025-10-09 19:45:00\r\n',58.2,2,190.8070866,74.5,0,0.469093973
2025-10-09 20:00:00\r\n',58.5,0,233.2086614,74.5,0,0.469093973
2025-10-09 20:15:00\r\n',57.9,2,250.1692913,77,0,0.469093973
2025-10-09 20:30:00\r\n',57.9,2,244.515748,76.5,0,0.469093973
2025-10-09 20:45:00\r\n',57.9,2,230.3818898,76,0,0.469093973
2025-10-09 21:00:00\r\n',57.9,2,224.7283465,76.5,0,0.469093973
2025-10-09 21:15:00\r\n',57.6,0,240.2755906,78.5,0,0.469093973
2025-10-09 21:30:00\r\n',56.9,3,193.6338583,82,0,0.469093973
2025-10-09 21:45:00\r\n',55.7,3,196.4606299,83,0,0.469093973
2025-10-09 22:00:00\r\n',56.2,0,234.6220472,86.5,0,0.469093973
2025-10-09 22:15:00\r\n',56.1,2,250.1692913,89,0,0.469093973
2025-10-09 22:30:00\r\n',56.3,0,288.3307087,89.5,0,0.469093973
2025-10-09 22:45:00\r\n',56.8,3,301.0511811,91,0,0.469093973
2025-10-09 23:00:00\r\n',56.8,2,261.476378,91,0,0.469093973
2025-10-09 23:15:00\r\n',56.3,2,252.996063,91,0,0.469093973
2025-10-09 23:30:00\r\n',56.3,0,254.4094488,92.5,0,0.469093973
2025-10-09 23:45:00\r\n',56.9,0,291.1574803,92.5,0,0.469093973
2025-10-10 00:00:00\r\n',57.4,0,310.9448819,93,0,0
2025-10-10 00:15:00\r\n',57.3,0,278.4370079,93,0,0
2025-10-10 00:30:00\r\n',57.3,0,288.3307087,93.5,0,0
2025-10-10 00:45:00\r\n',56.2,0,264.3031496,93.5,0,0
2025-10-10 01:00:00\r\n',56,0,286.9173228,93.5,0,0
2025-10-10 01:15:00\r\n',56.5,0,333.5590551,93.5,0,0
2025-10-10 01:30:00\r\n',56.1,1,315.1850394,93.5,0,0
2025-10-10 01:45:00\r\n',55.6,0,288.3307087,93,0,0
2025-10-10 02:00:00\r\n',55.7,0,285.503937,93,0,0
2025-10-10 02:15:00\r\n',55.5,0,279.8503937,93,0,0
2025-10-10 02:30:00\r\n',55.4,0,301.0511811,93,0,0
2025-10-10 02:45:00\r\n',55.3,2,306.7047244,93,0,6.57E-06
2025-10-10 03:00:00\r\n',55.6,3,281.2637795,93,0,3.70E-05
2025-10-10 03:15:00\r\n',55.2,4,306.7047244,92.5,0,8.08E-05
2025-10-10 03:30:00\r\n',55.8,3,281.2637795,91,0,0.000132079
2025-10-10 03:45:00\r\n',55.9,2,293.984252,91,0,0.000174657
2025-10-10 04:00:00\r\n',55.9,4,319.4251969,89.5,0,0.000230119
2025-10-10 04:15:00\r\n',56,2,327.9055118,89,0,0.000292382
2025-10-10 04:30:00\r\n',55.7,1,309.5314961,88,0,0.000326278
2025-10-10 04:45:00\r\n',55.2,1,301.0511811,89,0,0.000345354
2025-10-10 05:00:00\r\n',54.8,4,322.2519685,89.5,0,0.00039725
2025-10-10 05:15:00\r\n',55.1,3,316.5984252,91,0,0.000458769
2025-10-10 05:30:00\r\n',55.3,4,326.492126,90.5,0,0.000517001
2025-10-10 05:45:00\r\n',54.8,5,325.0787402,91.5,0,0.000584831
2025-10-10 06:00:00\r\n',54.8,4,319.4251969,88,0,0.000662785
2025-10-10 06:15:00\r\n',55.5,3,310.9448819,85.5,0,0.000750215
2025-10-10 06:30:00\r\n',55.4,3,318.011811,87,0,0.00083173
2025-10-10 06:45:00\r\n',54.8,1,322.2519685,87,0,0.000884739
2025-10-10 07:00:00\r\n',54.7,2,310.9448819,87,0,0.000957656
2025-10-10 07:15:00\r\n',54.2,1,316.5984252,88,0,0.00116423
2025-10-10 07:30:00\r\n',54.3,0,254.4094488,88.5,0,0.001510329
2025-10-10 07:45:00\r\n',54.4,0,4.24015748,90,0,0.002599678
2025-10-10 08:00:00\r\n',55.6,1,4.24015748,89.5,0,0.004763217
2025-10-10 08:15:00\r\n',57.3,1,330.7322835,89,0,0.007907355
2025-10-10 08:30:00\r\n',59.1,3,16.96062992,84,0,0.012186321
2025-10-10 08:45:00\r\n',59.2,4,254.4094488,83.5,0,0.017936678
2025-10-10 09:00:00\r\n',59.1,3,334.9724409,84.5,0,0.025236709
2025-10-10 09:15:00\r\n',60.1,2,337.7992126,84.5,0,0.034108977
2025-10-10 09:30:00\r\n',59.7,9,310.9448819,83.5,0,0.043662509
2025-10-10 09:45:00\r\n',58.9,4,19.78740157,84,0,0.051336622
2025-10-10 10:00:00\r\n',58.9,6,4.24015748,85,0,0.05721894
2025-10-10 10:15:00\r\n',57.6,2,319.4251969,87.5,0,0.063741109
2025-10-10 10:30:00\r\n',59.1,6,9.893700787,87.5,0,0.070294018
2025-10-10 10:45:00\r\n',61.4,10,344.8661417,82.5,0,0.080427409
2025-10-10 10:46:00\r\n',,,,,0,0.080427409
2025-10-10 11:00:00\r\n',64.5,12,312.3582677,75,0,0.080427409
2025-10-10 11:15:00\r\n',65.8,7,301.0511811,71.5,0,0.09524047
2025-10-10 11:30:00\r\n',67.3,11,347.6929134,68.5,0,0.111094384
2025-10-10 11:45:00\r\n',67.6,9,350.519685,66,0,0.127306038
2025-10-10 12:00:00\r\n',67.1,14,281.2637795,66.5,0,0.143457468
2025-10-10 12:15:00\r\n',67.1,9,334.9724409,66.5,0,0.159816116
2025-10-10 12:30:00\r\n',66.4,12,12.72047244,68.5,0,0.176509206
2025-10-10 12:45:00\r\n',67.1,13,346.2795276,66.5,0,0.192702365
2025-10-10 13:00:00\r\n',67.8,13,308.1181102,66,0,0.208960217
2025-10-10 13:15:00\r\n',67.6,5,342.0393701,66,0,0.226404288
2025-10-10 13:30:00\r\n',68.1,9,344.8661417,63.5,0,0.244456563
2025-10-10 13:45:00\r\n',68.1,7,301.0511811,64,0,0.261980082
2025-10-10 14:00:00\r\n',69.4,10,347.6929134,62,0,0.27915239
2025-10-10 14:15:00\r\n',68.1,7,299.6377953,64.5,0,0.295877119
2025-10-10 14:30:00\r\n',66.4,6,7.066929134,67.5,0,0.312282001
2025-10-10 14:45:00\r\n',66.4,13,316.5984252,69,0,0.326866515
2025-10-10 15:00:00\r\n',65.9,10,308.1181102,69.5,0,0.340210692
2025-10-10 15:15:00\r\n',65.7,7,254.4094488,67.5,0,0.353569923
2025-10-10 15:30:00\r\n',64.9,8,7.066929134,63.5,0,0.366336047
2025-10-10 15:45:00\r\n',64.5,12,26.85433071,62.5,0,0.377656407
2025-10-10 16:00:00\r\n',64.1,12,327.9055118,62.5,0,0.387736279
2025-10-10 16:15:00\r\n',63.5,12,346.2795276,61.5,0,0.396883263
2025-10-10 16:30:00\r\n',62.5,11,306.7047244,63.5,0,0.401912229
2025-10-10 16:45:00\r\n',61.6,15,316.5984252,66,0,0.403312546
2025-10-10 17:00:00\r\n',60.9,14,315.1850394,66,0,0.404694183
2025-10-10 17:15:00\r\n',60.4,18,320.8385827,65.5,0,0.406105405
2025-10-10 17:30:00\r\n',59.7,17,296.8110236,67.5,0,0.407493162
2025-10-10 17:45:00\r\n',59.5,16,330.7322835,69,0,0.408725339
2025-10-10 18:00:00\r\n',59.1,19,336.3858268,71.5,0,0.409876992
2025-10-10 18:15:00\r\n',58.8,11,333.5590551,73.5,0,0.410310844
2025-10-10 18:30:00\r\n',58.6,15,333.5590551,74.5,0,0.410677214
2025-10-10 18:45:00\r\n',58.2,23,308.1181102,77.5,0,0.411039458
2025-10-10 19:00:00\r\n',57.9,16,319.4251969,81,0,0.411339545
2025-10-10 19:01:00\r\n',,,,,0,0.411339545
2025-10-10 19:15:00\r\n',57.8,10,322.2519685,82.5,0,0.411339545
2025-10-10 19:30:00\r\n',57.7,17,306.7047244,84,0,0.411529806
2025-10-10 19:45:00\r\n',57.7,14,308.1181102,85,0,0.411716578
2025-10-10 20:00:00\r\n',57.6,11,339.2125984,85,0,0.411872575
2025-10-10 20:15:00\r\n',57.6,20,316.5984252,86,0,0.412043704
2025-10-10 20:30:00\r\n',57.5,14,309.5314961,87.5,0,0.412204262
2025-10-10 20:45:00\r\n',57.4,13,301.0511811,87.5,0,0.412331766
2025-10-10 21:00:00\r\n',57.4,16,330.7322835,88.5,0,0.412458438
2025-10-10 21:15:00\r\n',57.3,10,310.9448819,89,0,0.412564241
2025-10-10 21:30:00\r\n',57.2,16,291.1574803,89.5,0,0.412662632
2025-10-10 21:45:00\r\n',57.2,15,329.3188976,90.5,0,0.412764588
2025-10-10 22:00:00\r\n',57.2,13,326.492126,90.5,0,0.412851183
2025-10-10 22:15:00\r\n',57.1,13,346.2795276,90.5,0,0.412931661
2025-10-10 22:30:00\r\n',56.9,11,347.6929134,91,0,0.413001699
2025-10-10 22:45:00\r\n',56.8,12,306.7047244,91,0,0.413064488
2025-10-10 23:00:00\r\n',56.6,16,309.5314961,91.5,0,0.41313887
2025-10-10 23:15:00\r\n',56.4,10,7.066929134,91.5,0,0.413203647
2025-10-10 23:30:00\r\n',56.3,13,315.1850394,91.5,0,0.413258625
2025-10-10 23:45:00\r\n',56.2,9,279.8503937,92,0,0.413306644
2025-10-11 00:00:00\r\n',56.1,11,316.5984252,92,0,3.72E-05
2025-10-11 00:15:00\r\n',56.1,9,322.2519685,91.5,0,7.74E-05
2025-10-11 00:30:00\r\n',56.2,7,329.3188976,90.5,0,0.00010782
2025-10-11 00:45:00\r\n',56,7,326.492126,90.5,0,0.000131689
2025-10-11 01:00:00\r\n',56,9,309.5314961,91,0,0.000164696
2025-10-11 01:15:00\r\n',56,14,315.1850394,91.5,0,0.000222155
2025-10-11 01:30:00\r\n',56,10,298.2244094,91.5,0,0.000332029
2025-10-11 01:45:00\r\n',56,9,318.011811,91,0,0.000434925
2025-10-11 02:00:00\r\n',56.1,12,298.2244094,89.5,0,0.000555417
2025-10-11 02:15:00\r\n',56.3,9,332.1456693,87,0,0.00070237
2025-10-11 02:30:00\r\n',56.5,10,7.066929134,86,0,0.000866092
2025-10-11 02:45:00\r\n',56.7,14,322.2519685,84.5,0,0.001063787
2025-10-11 03:00:00\r\n',57,8,337.7992126,84,0,0.001269941
2025-10-11 03:15:00\r\n',57.2,9,312.3582677,83.5,0,0.00146242
2025-10-11 03:30:00\r\n',57.1,9,320.8385827,84.5,0,0.001656981
2025-10-11 03:45:00\r\n',56.9,11,8.480314961,86.5,0,0.001840047
2025-10-11 04:00:00\r\n',56.8,15,254.4094488,87,0,0.002023516
2025-10-11 04:15:00\r\n',56.8,9,347.6929134,86,0,0.002205044
2025-10-11 04:30:00\r\n',56.7,9,306.7047244,86,0,0.002372704
2025-10-11 04:45:00\r\n',56.3,11,326.492126,88,0,0.002534011
2025-10-11 05:00:00\r\n',56.2,10,330.7322835,87.5,0,0.002687666
2025-10-11 05:15:00\r\n',56.3,11,332.1456693,87,0,0.002847817
2025-10-11 05:30:00\r\n',56.1,5,319.4251969,87,0,0.002992739
2025-10-11 05:45:00\r\n',56.2,9,337.7992126,86,0,0.003133691
2025-10-11 06:00:00\r\n',56.4,12,309.5314961,83.5,0,0.003326595
2025-10-11 06:15:00\r\n',56.6,7,333.5590551,82,0,0.003538005
2025-10-11 06:30:00\r\n',56.5,9,309.5314961,82,0,0.003743057
2025-10-11 06:45:00\r\n',56.9,12,318.011811,80,0,0.003987432
2025-10-11 07:00:00\r\n',56.9,13,289.7440945,79,0,0.004579278
2025-10-11 07:15:00\r\n',57,12,316.5984252,78,0,0.005299052
2025-10-11 07:30:00\r\n',57.4,7,322.2519685,77,0,0.006103963
2025-10-11 07:45:00\r\n',57.9,10,7.066929134,76.5,0,0.007366333
2025-10-11 08:00:00\r\n',58.8,10,254.4094488,75.5,0,0.009396416
2025-10-11 08:15:00\r\n',59.3,6,316.5984252,74.5,0,0.012121463
2025-10-11 08:30:00\r\n',60.2,8,325.0787402,73.5,0,0.015861071
2025-10-11 08:45:00\r\n',60.9,12,329.3188976,73,0,0.020873606
2025-10-11 09:00:00\r\n',61.7,10,19.78740157,71,0,0.027151915
2025-10-11 09:15:00\r\n',62.9,11,322.2519685,67,0,0.034639825
2025-10-11 09:30:00\r\n',64.1,12,349.1062992,64,0,0.0431858
2025-10-11 09:45:00\r\n',65.5,10,347.6929134,60.5,0,0.053006777
2025-10-11 10:00:00\r\n',66.5,18,325.0787402,58.5,0,0.06353368
2025-10-11 10:15:00\r\n',67.9,11,7.066929134,56,0,0.075070658
2025-10-11 10:30:00\r\n',68.4,12,25.44094488,54,0,0.088162362
2025-10-11 10:45:00\r\n',69.2,13,330.7322835,52.5,0,0.101997156
2025-10-11 11:00:00\r\n',69.7,6,12.72047244,54,0,0.117250713
2025-10-11 11:15:00\r\n',68.9,13,301.0511811,57,0,0.132978957
2025-10-11 11:30:00\r\n',67.9,11,282.6771654,58.5,0,0.148360665
2025-10-11 11:45:00\r\n',68.8,18,291.1574803,58,0,0.163605673
2025-10-11 12:00:00\r\n',69,14,323.6653543,57.5,0,0.178971679
2025-10-11 12:15:00\r\n',69.8,3,305.2913386,55.5,0,0.196694238
2025-10-11 12:30:00\r\n',70.4,5,7.066929134,54.5,0,0.216408457
2025-10-11 12:45:00\r\n',70.7,5,7.066929134,54.5,0,0.235944042
2025-10-11 13:00:00\r\n',70.8,12,320.8385827,53.5,0,0.254362322
2025-10-11 13:15:00\r\n',69.8,9,313.7716535,55.5,0,0.27198975
2025-10-11 13:30:00\r\n',68.8,8,313.7716535,57,0,0.289673652
2025-10-11 13:45:00\r\n',67.7,10,292.5708661,58,0,0.306591654
2025-10-11 14:00:00\r\n',67,11,336.3858268,59.5,0,0.322478906
2025-10-11 14:15:00\r\n',66,10,275.6102362,59.5,0,0.337694578
2025-10-11 14:16:00\r\n',,,,,0,0.337694578
2025-10-11 14:30:00\r\n',65.9,7,313.7716535,60,0,0.337694578
2025-10-11 14:45:00\r\n',65.2,4,272.7834646,60.5,0,0.35320699
2025-10-11 15:00:00\r\n',64.5,15,254.4094488,61,0,0.366736882
2025-10-11 15:15:00\r\n',63.9,12,309.5314961,62,0,0.378583633
2025-10-11 15:30:00\r\n',63.5,18,329.3188976,63.5,0,0.389316545
2025-10-11 15:45:00\r\n',62.7,21,316.5984252,65.5,0,0.398559322
2025-10-11 16:00:00\r\n',61.9,17,330.7322835,67,0,0.406976692
2025-10-11 16:15:00\r\n',61.3,13,323.6653543,68.5,0,0.414896585
2025-10-11 16:30:00\r\n',61,12,325.0787402,69,0,0.41943742
2025-10-11 16:45:00\r\n',60.1,13,323.6653543,71.5,0,0.4207436
2025-10-11 17:00:00\r\n',59.7,13,318.011811,72.5,0,0.421940009
2025-10-11 17:15:00\r\n',59.3,13,318.011811,74,0,0.423045378
2025-10-11 17:30:00\r\n',58.8,15,295.3976378,77.5,0,0.42406805
2025-10-11 17:45:00\r\n',58.2,12,323.6653543,79.5,0,0.424925004
2025-10-11 18:00:00\r\n',57.7,15,9.893700787,80,0,0.425664336
2025-10-11 18:15:00\r\n',57.4,15,254.4094488,81,0,0.426330846
2025-10-11 18:30:00\r\n',57,8,325.0787402,82,0,0.426563742
2025-10-11 18:45:00\r\n',56.7,12,336.3858268,83,0,0.426740202
2025-10-11 19:00:00\r\n',56.6,17,322.2519685,83,0,0.426939002
2025-10-11 19:15:00\r\n',56.3,8,313.7716535,84,0,0.427109476
2025-10-11 19:30:00\r\n',56.4,14,288.3307087,83.5,0,0.427261306
2025-10-11 19:45:00\r\n',56.2,13,285.503937,84,0,0.427436122
2025-10-11 20:00:00\r\n',56.1,9,315.1850394,84.5,0,0.427580546
2025-10-11 20:15:00\r\n',56,9,309.5314961,85,0,0.427695084
2025-10-11 20:30:00\r\n',56.4,9,322.2519685,82.5,0,0.427822086
2025-10-11 20:45:00\r\n',57.3,12,4.24015748,79.5,0,0.428006206
2025-10-11 21:00:00\r\n',57.5,12,320.8385827,78,0,0.428242339
2025-10-11 21:15:00\r\n',57.9,10,312.3582677,77,0,0.428484673
2025-10-11 21:30:00\r\n',58,11,315.1850394,75.5,0,0.428738098
2025-10-11 21:45:00\r\n',58.5,13,325.0787402,72,0,0.429050639
2025-10-11 22:00:00\r\n',58.9,11,303.8779528,68,0,0.429420625
2025-10-11 22:15:00\r\n',59.2,7,339.2125984,63,0,0.429792768
2025-10-11 22:30:00\r\n',59.9,6,301.0511811,56.5,0,0.430153038
2025-10-11 22:45:00\r\n',60.2,7,322.2519685,53,0,0.430573215
2025-10-11 23:00:00\r\n',60.2,5,332.1456693,52.5,0,0.430990586
2025-10-11 23:15:00\r\n',60,10,318.011811,51.5,0,0.431489456
2025-10-11 23:30:00\r\n',59.8,5,347.6929134,50,0,0.432000532
2025-10-11 23:45:00\r\n',59.8,9,318.011811,50,0,0.432495468
2025-10-12 00:00:00\r\n',59.4,11,313.7716535,51,0,0.00060524
2025-10-12 00:15:00\r\n',59.1,10,312.3582677,53,0,0.001199831
2025-10-12 00:30:00\r\n',59.1,11,4.24015748,53.5,0,0.001775036
2025-10-12 00:45:00\r\n',59.2,11,312.3582677,53.5,0,0.002361379
2025-10-12 01:00:00\r\n',59,10,336.3858268,54.5,0,0.002926408
2025-10-12 01:15:00\r\n',58.8,12,14.13385827,55,0,0.003491522
2025-10-12 01:30:00\r\n',58.6,7,327.9055118,56,0,0.004079531
2025-10-12 01:45:00\r\n',58.3,7,332.1456693,57.5,0,0.004574381
2025-10-12 02:00:00\r\n',58.6,15,35.33464567,57.5,0,0.005164955
2025-10-12 02:15:00\r\n',58.2,12,332.1456693,58,0,0.00579465
2025-10-12 02:30:00\r\n',58,6,271.3700787,58,0,0.006328478
2025-10-12 02:45:00\r\n',57.8,7,254.4094488,58.5,0,0.006782366
2025-10-12 03:00:00\r\n',57.7,5,254.4094488,58.5,0,0.007213582
2025-10-12 03:15:00\r\n',57.7,14,320.8385827,58,0,0.007750522
2025-10-12 03:30:00\r\n',57.8,10,320.8385827,57,0,0.008348434
2025-10-12 03:45:00\r\n',57.7,8,322.2519685,57.5,0,0.008886934
2025-10-12 04:00:00\r\n',57.6,15,326.492126,57.5,0,0.00947428
2025-10-12 04:15:00\r\n',57.5,13,302.4645669,57.5,0,0.010100021
2025-10-12 04:30:00\r\n',57.2,10,315.1850394,57.5,0,0.010682551
2025-10-12 04:45:00\r\n',57.2,13,342.0393701,57.5,0,0.011262681
2025-10-12 05:00:00\r\n',57.1,14,312.3582677,58,0,0.011870684
2025-10-12 05:15:00\r\n',57.1,7,329.3188976,58,0,0.012423538
2025-10-12 05:30:00\r\n',56.7,7,326.492126,59,0,0.012879935
2025-10-12 05:45:00\r\n',56.6,9,15.54724409,59.5,0,0.013353576
2025-10-12 06:00:00\r\n',56.5,12,326.492126,59.5,0,0.013878563
2025-10-12 06:15:00\r\n',56.4,9,347.6929134,59.5,0,0.014402115
2025-10-12 06:30:00\r\n',56.1,8,323.6653543,60,0,0.01487742
2025-10-12 06:45:00\r\n',56.1,13,325.0787402,60,0,0.015389504
2025-10-12 07:00:00\r\n',56.1,8,337.7992126,59.5,0,0.016396985
2025-10-12 07:15:00\r\n',56.3,12,298.2244094,59,0,0.017474706
2025-10-12 07:30:00\r\n',56.9,9,332.1456693,57.5,0,0.018738196
2025-10-12 07:45:00\r\n',57.7,8,334.9724409,56,0,0.020443958
2025-10-12 08:00:00\r\n',58.8,6,14.13385827,54.5,0,0.022896718
2025-10-12 08:15:00\r\n',60,10,343.4527559,53,0,0.026149928
2025-10-12 08:30:00\r\n',60.9,18,339.2125984,52,0,0.030577017
2025-10-12 08:45:00\r\n',61.8,8,303.8779528,51,0,0.036340204
2025-10-12 09:00:00\r\n',63.2,8,320.8385827,49.5,0,0.04366949
2025-10-12 09:15:00\r\n',64.7,5,332.1456693,47.5,0,0.052394126
2025-10-12 09:30:00\r\n',65.5,5,295.3976378,45.5,0,0.062542441
2025-10-12 09:45:00\r\n',67,7,254.4094488,43,0,0.073813346
2025-10-12 10:00:00\r\n',67.3,7,4.24015748,42,0,0.086097618
2025-10-12 10:15:00\r\n',68.6,7,312.3582677,40.5,0,0.099471392
2025-10-12 10:30:00\r\n',69.1,7,346.2795276,39,0,0.113938971
2025-10-12 10:45:00\r\n',70.5,9,31.09448819,37.5,0,0.129215702
2025-10-12 11:00:00\r\n',71.5,11,254.4094488,35.5,0,0.145091582
2025-10-12 11:15:00\r\n',71,10,312.3582677,36,0,0.16163812
2025-10-12 11:30:00\r\n',72.6,8,302.4645669,34,0,0.179250159
2025-10-12 11:45:00\r\n',72.9,7,254.4094488,34.5,0,0.197861444
2025-10-12 12:15:00\r\n',72.6,13,346.2795276,37.5,0,0.234803235
2025-10-12 12:30:00\r\n',72.9,9,295.3976378,36.5,0,0.253432541
2025-10-12 12:45:00\r\n',72.3,12,254.4094488,38.5,0,0.27219938
2025-10-12 13:00:00\r\n',72,7,329.3188976,38,0,0.291045436
2025-10-12 13:15:00\r\n',70.8,13,281.2637795,38.5,0,0.309494994
2025-10-12 13:30:00\r\n',71,7,312.3582677,38,0,0.327602342
2025-10-12 13:45:00\r\n',70.3,9,316.5984252,40.5,0,0.345844297
2025-10-12 13:46:00\r\n',,,,,0,0.345844297
2025-10-12 14:00:00\r\n',69.6,3,15.54724409,41.5,0,0.345844297
2025-10-12 14:15:00\r\n',68.6,12,347.6929134,42.5,0,0.363138177
2025-10-12 14:30:00\r\n',67.7,9,309.5314961,43.5,0,0.378914823
2025-10-12 14:45:00\r\n',66.8,20,254.4094488,44.5,0,0.393119284
2025-10-12 15:00:00\r\n',66.5,13,326.492126,45.5,0,0.406241073
2025-10-12 15:15:00\r\n',66.1,10,271.3700787,45.5,0,0.419412553
2025-10-12 15:30:00\r\n',65.7,10,320.8385827,48,0,0.431970841
2025-10-12 15:45:00\r\n',64.4,16,315.1850394,51,0,0.443002951
2025-10-12 16:00:00\r\n',63.7,20,319.4251969,53,0,0.452397417
2025-10-12 16:15:00\r\n',63.1,14,319.4251969,54.5,0,0.460918776
2025-10-12 16:30:00\r\n',61.7,15,308.1181102,59,0,0.465851628
2025-10-12 16:45:00\r\n',60.6,13,48.05511811,63,0,0.467425465
2025-10-12 17:00:00\r\n',59.7,4,62.18897638,66.5,0,0.468498597
2025-10-12 17:15:00\r\n',58.8,12,288.3307087,72.5,0,0.469374655
2025-10-12 17:30:00\r\n',57.9,15,330.7322835,77,0,0.470311555
2025-10-12 17:45:00\r\n',57.2,13,319.4251969,80,0,0.471094287
2025-10-12 18:00:00\r\n',56.7,11,296.8110236,80.5,0,0.471705463
2025-10-12 18:15:00\r\n',56.2,18,309.5314961,82,0,0.471976403
2025-10-12 18:30:00\r\n',55.8,12,315.1850394,83,0,0.472208553
2025-10-12 18:45:00\r\n',55.6,15,305.2913386,83,0,0.472401003
2025-10-12 19:00:00\r\n',55.6,19,305.2913386,82,0,0.472613703
2025-10-12 19:15:00\r\n',55.5,12,346.2795276,82.5,0,0.472820031
2025-10-12 19:30:00\r\n',55.3,13,281.2637795,82.5,0,0.472998106
2025-10-12 19:45:00\r\n',54.9,9,323.6653543,84.5,0,0.47314709
2025-10-12 20:00:00\r\n',54.8,11,312.3582677,83.5,0,0.473277921
2025-10-12 20:15:00\r\n',55,7,254.4094488,81.5,0,0.473413985
2025-10-12 20:30:00\r\n',54.7,6,291.1574803,83.5,0,0.473508228
2025-10-12 20:45:00\r\n',54.4,9,288.3307087,83.5,0,0.473609379
2025-10-12 21:00:00\r\n',54.3,12,316.5984252,84,0,0.473746562
2025-10-12 21:15:00\r\n',54.2,8,301.0511811,86,0,0.473863064
2025-10-12 21:30:00\r\n',53.9,13,327.9055118,88,0,0.473960079
2025-10-12 21:45:00\r\n',53.6,17,339.2125984,89,0,0.47406817
2025-10-12 22:00:00\r\n',53.6,10,327.9055118,90,0,0.474154471
2025-10-12 22:15:00\r\n',53.5,11,299.6377953,89.5,0,0.474217394
2025-10-12 22:30:00\r\n',53.3,8,278.4370079,90,0,0.474271563
2025-10-12 22:45:00\r\n',53,14,309.5314961,90.5,0,0.474331393
2025-10-12 23:00:00\r\n',52.9,14,286.9173228,90.5,0,0.474405678
2025-10-12 23:15:00\r\n',52.7,6,327.9055118,91,0,0.474451482
2025-10-12 23:30:00\r\n',52.6,8,7.066929134,91,0,0.474465629
2025-10-12 23:45:00\r\n',52.5,12,337.7992126,90.5,0,0.474510956
2025-10-13 00:00:00\r\n',52.5,9,299.6377953,90.5,0,5.19E-05
2025-10-13 00:15:00\r\n',52.4,10,320.8385827,90,0,9.85E-05
2025-10-13 00:30:00\r\n',52.8,11,322.2519685,89,0,0.000162048
2025-10-13 00:45:00\r\n',53.1,11,289.7440945,88,0,0.000242069
2025-10-13 01:00:00\r\n',52.6,11,309.5314961,90,0,0.000315922
2025-10-13 01:15:00\r\n',52.3,9,337.7992126,91,0,0.000363867
2025-10-13 01:30:00\r\n',52.2,7,327.9055118,91.5,0,0.000449452
2025-10-13 01:45:00\r\n',52.1,12,336.3858268,91.5,0,0.000538967
2025-10-13 02:00:00\r\n',52,7,332.1456693,91.5,0,0.000628224
2025-10-13 02:15:00\r\n',52,9,313.7716535,92.5,0,0.000705399
2025-10-13 02:30:00\r\n',52.1,8,301.0511811,93,0,0.000776952
2025-10-13 02:45:00\r\n',52.1,8,333.5590551,93,0,0.000843901
2025-10-13 03:00:00\r\n',52,5,315.1850394,93.5,0,0.000901281
2025-10-13 03:15:00\r\n',52.1,8,327.9055118,93.5,0,0.00095628
2025-10-13 03:30:00\r\n',52.2,5,319.4251969,93.5,0,0.001011432
2025-10-13 03:45:00\r\n',52,7,316.5984252,93.5,0,0.001063905
2025-10-13 04:00:00\r\n',52.1,1,330.7322835,94,0,0.001101337
2025-10-13 04:15:00\r\n',52,0,288.3307087,93,0,0.001101337
2025-10-13 04:30:00\r\n',51.7,8,330.7322835,92,0,0.001147757
2025-10-13 04:45:00\r\n',51.6,4,295.3976378,92,0,0.001213197
2025-10-13 05:00:00\r\n',51.2,6,325.0787402,91.5,0,0.001273247
2025-10-13 05:15:00\r\n',51.1,0,141.3385827,90.5,0,0.001318067
2025-10-13 05:30:00\r\n',49.9,1,190.8070866,90.5,0,0.001318067
2025-10-13 05:45:00\r\n',49.5,0,162.5393701,91.5,0,0.001318067
2025-10-13 06:00:00\r\n',49,4,190.8070866,90.5,0,0.001346748
2025-10-13 06:15:00\r\n',49.2,0,219.0748031,93,0,0.001372047
2025-10-13 06:30:00\r\n',48.5,3,186.5669291,90.5,0,0.001389341
2025-10-13 06:45:00\r\n',48.9,0,192.2204724,93,0,0.001406564
2025-10-13 07:00:00\r\n',49.5,0,236.0354331,90,0,0.001416962
2025-10-13 07:15:00\r\n',49.3,0,234.6220472,89,0,0.001537314
2025-10-13 07:30:00\r\n',50.1,0,213.4212598,91,0,0.001861156
2025-10-13 07:45:00\r\n',50.4,0,213.4212598,92,0,0.002804376
2025-10-13 08:00:00\r\n',51.3,0,213.4212598,91.5,0,0.004599127
2025-10-13 08:15:00\r\n',52.7,0,228.9685039,90.5,0,0.007214922
2025-10-13 08:30:00\r\n',53.6,0,277.023622,89,0,0.010559309
2025-10-13 08:45:00\r\n',54.6,0,277.023622,88.5,0,0.014623251
2025-10-13 09:00:00\r\n',55.4,0,52.29527559,87,0,0.018899757
